title,text,subject,date
Trump for president? Ladbrokes odds improve after New Hampshire,"NEW YORK (Reuters) - Republican presidential candidate Donald Trump’s odds at winning the White House improved significantly after his decisive victory in Tuesday’s primary in New Hampshire, online betting site Ladbrokes PLC said on Wednesday. Trump’s odds for winning the presidency in the November election are now 9/2, compared to 7/1 following the Iowa caucuses last week. Iowa kicked off the parties’ process of nominating their presidential candidates and in the Republican race, the real estate tycoon placed second. His chances of victory in November are now 18 percent, up from 13 percent, putting him second to Democrat Hillary Clinton, whose odds of winning the presidency were even, or 50/50, on Wednesday. Clinton was roundly beaten by Bernie Sanders, a U.S. senator from Vermont, in New Hampshire. Her odds of winning the presidency slipped from 4/5, or a 56 percent chance at the White House, seen immediately after the Iowa caucuses. Clinton, a former secretary of state, has for long been the front-runner to win the Democratic nomination but has been challenged by a surge of support for Sanders. “New Hampshire couldn’t have worked out much better for Trump,” said Matthew Shaddick, head of political odds at Ladbrokes. “This might be bad news for the Republican Party, but it’s not much better for us bookmakers, who are facing some huge payouts on the one-time 100/1 no-hoper.” He was referring to Trump’s 100/1 odds, giving him a 1 percent chance, when he declared his candidacy last June.  Marco Rubio, a U.S. senator from Florida whose chances for the Republican nomination improved after he did well in the Iowa caucuses, faces longer odds after his middle of the pack finish in New Hampshire. According to Ladbrokes, Rubio’s odds are now 8/1, giving him an 11 percent chance at becoming president. After Iowa, Rubio’s odds at becoming president had been  11/4, giving him a 26 percent chance.  Ohio Governor John Kasich, who surged to a surprising second place finish in the New Hampshire’s Republican primary, still faces relatively long odds of 33/1, giving him a 3 percent chance at winning the presidency. The candidates have embarked on what can be a months-long state-by-state battle to win party support. The parties formally announce their presidential nominees at summer conventions. Interest in Kasich on social media surged - he received 30,500 mentions on Twitter on Tuesday, more than four times what he got during the Iowa caucuses, according to Brandwatch.  (Reporting by Anjali Athavaley; Editing by Frances Kerry) SAP is the sponsor of this content. It was independently created by Reuters’ editorial staff and funded in part by SAP, which otherwise has no role in this coverage.",politicsNews,"February 10, 2016 "
States refuse Trump commission request for U.S. voter data,"CHICAGO (Reuters) - A growing number of U.S. states refused on Friday to give voters’ names, addresses and sensitive personal information to a commission created by President Donald Trump to investigate alleged voter fraud, saying the demand was unnecessary and violated privacy. “This commission was formed to try to find basis for the lie that President Trump put forward that has no foundation,” Kentucky Secretary of State Alison Lundergan Grimes told Reuters in an interview.     Republican Trump has made unsubstantiated claims that millions of people voted illegally for his Democratic rival Hillary Clinton in the 2016 election. He established the panel by executive order in May despite evidence that voter fraud was  not widespread. Trump’s Presidential Advisory Commission on Election Integrity sent a letter to all 50 states on Wednesday asking them to turn over voter information including names, the last four digits of social security numbers, addresses, birth dates, political affiliation, felony convictions and voting histories. The request from commission Vice Chairman Kris Kobach  caused a backlash in states including Virginia, Kentucky, California, New York and Massachusetts, where election officials said they would not provide all the data.  California Secretary of State Alex Padilla said on Thursday that handing over information would only serve to legitimize debunked claims of widespread voter fraud.  More than 20 states said they would not or could not provide some or all of the information requested, according to statements from election officials and media reports. Some said certain data such as social security numbers were not publicly available and that they would turn over only public information. Others raised privacy concerns or questioned the need to examine voter fraud. Mississippi Secretary of State Delbert Hosemann said in a statement that he had not seen the letter but would rebuff the commission. “They can go jump in the Gulf of Mexico and Mississippi is a great state to launch from,” he said. Kobach, the secretary of state for Kansas, has been a high-profile advocate of tougher laws on immigration and voter identification. His office did not respond to Reuters requests for comment. Kobach was quoted in a Kansas City Star article as saying that his own state would not provide social security numbers at this time since they are not publicly available. Kobach did not rule out providing that information in the future.  In his letter, a copy of which was provided to Reuters by the Connecticut Secretary of State’s office, Kobach also asked states for feedback on how to improve election integrity and for evidence of voter fraud and convictions of voter-related crimes since 2000. Civil rights groups and Democratic lawmakers have called the commission a tactic to suppress votes against Republicans.    “States are right to balk at turning over massive reams of personal information in what clearly is a campaign to suppress the vote,” Dale Ho, director of the American Civil Liberties Union Voting Rights Project, said in a statement on Friday.          While the public availability of voter data varies by state, the request raises privacy concerns, said Richard Hasen, a University of California, Irvine, professor who studies election law. ",politicsNews,"June 30, 2017 "
Austrian coalition talks begin in earnest with hunt for savings,"VIENNA (Reuters) - Coalition talks between Austrian conservative Sebastian Kurz s party and the far-right Freedom Party began in earnest on Monday as they combed through the nation s finances in search of billions in savings to fund planned tax cuts. Kurz, who is just 31, needs a coalition partner to form a stable government since his People s Party won this month s parliamentary election but fell well short of a majority. He started coalition talks with the third-placed Freedom Party last week. Although both parties  similarly hard lines on immigration dominated the campaign, they have also promised billions in tax cuts and said much of the funding will come from greater efficiency in Austria s administration, which includes a generous welfare state. Having laid out a roadmap for negotiations at their first round of talks on Wednesday, an overview of the country s finances was the main order of business at their second meeting, on Monday.  What we can say today is that there is a significant potential for greater efficiency and that of course we will sound out in the coming days what can be done politically,  Elisabeth Koestinger, chairwoman of Kurz s party and part of his negotiating team, told a news conference after Monday s talks. Neither she nor the Freedom Party s envoy to the joint news conference would be drawn on where those savings would be found.  We did not find any holes,  the Freedom Party s deputy leader, Norbert Hofer, who came close to winning last year s presidential election, told the news conference.  The issue will be better administering this state, reducing loss-causing inefficiencies and then making this released potential available through (tax) relief,  he added. Talks in the 10-person group that includes Kurz and Strache will continue through the week and negotiations in 20 more specialized groups will begin on Tuesday, Koestinger said.  We had a rough overview (of the public finances) from civil servants in the Finance Ministry and we will go into more detail in the coming days,  Koestinger said. Little of substance has emerged from the talks so far. Kurz has said he hopes a deal can be reached before Christmas, and the atmosphere has appeared to be good. Freedom Party leader Heinz-Christian Strache said last week the talks made a  very, very good start . Kurz said on Wednesday that he and Strache, 48, address each other with the informal German  du . Strache told tabloid daily Kronen Zeitung the same day that they are on first-name terms, adding:  He calls me HC.  ",worldnews,"October 30, 2017 "
Trump sued in Kentucky by three who say he incited crowd to violence,"LOUISVILLE, Ky. (Reuters) - Three people who claim they were assaulted at a Donald Trump rally in Louisville, Kentucky, last month have filed a lawsuit against the Republican presidential candidate, saying he “incited a riot.” Molly Shah, Kashiya Nwanguma and Henry Brousseau filed the lawsuit on Thursday in Jefferson Circuit Court in Louisville, claiming that Trump’s repeated calls of “get them out” at a rally at the Kentucky International Convention Center on March 1 was intended to direct his supporters to “use unwanted, harmful physical force to remove protesters, including the plaintiffs.” The lawsuit also names as defendants the Trump campaign and three individuals who the plaintiffs claim assaulted them at the rally. The three plaintiffs, all Louisville residents, claim they suffered physical injuries, emotional distress and humiliation, and are seeking unspecified damages, according to the lawsuit. “Peaceful protest is an American tradition, especially in the context of presidential politics,” Dan Canon, the attorney for the plaintiffs, told Reuters in a Twitter message. “But what you see all over the country, time and time again, is violence employed against protesters at Trump campaign events. These plaintiffs are saying ‘enough is enough,’”  The lawsuit said Trump stopped his 30-minute speech five times to point out protesters and, in most cases, told supporters to “get ‘em out of here,” according to the lawsuit. A spokeswoman for Trump’s campaign could not be reached for comment. The lawsuit claims that Trump “incited a riot as defined under the Kentucky penal code.” The individuals named as defendants are Matthew Heimbach, described in the complaint as a Trump supporter and Ohio resident who is “affiliated with the Traditionalist Worker Party, a recognized hate group”; Alvin Bamberger, 75, described as a Trump supporter and an Ohio resident; and an unknown female. According to the lawsuit, at the rally, Heimbach, who was wearing a Traditionalist Worker Party T-shirt, attacked Shah and Nwanguma. A spokesman for the Traditional Worker Party could not be reached. A website for the Traditionalist Worker Party describes it as a grassroots political organization that believes, among other things, that “European-American identity is under constant attack.” The Southern Poverty Law Center, a non-profit organization that monitors groups it considers extremist, classifies the Traditionalist Worker Party as a white nationalist hate group. According to the lawsuit, Nwanguma was assaulted by numerous protesters at the rally, of whom Heimbach and Bamberger were the most aggressive. Video of Nwanguma, a 21-year-old college student, being repeatedly pushed at the convention went viral after the rally, the lawsuit said. Bamberger could not be reached immediately for comment. The lawsuit also claims that Shah was assaulted by Heimbach and that Brousseau was assaulted by the unknown female defendant. ",politicsNews,"April 1, 2016 "
Trump signs executive order to modernize U.S. government info tech,"WASHINGTON (Reuters) - President Donald Trump announced on Monday he has signed an executive order creating a new technology council to “transfer and modernize” the U.S. government’s information technology systems. A White House official confirmed Monday that about 20 technology chief executives will attend meetings at the White House in early June to talk about improving government information technology. “Americans deserve better digital services from their Government. To effectuate this policy, the federal government must transform and modernize its information technology and how it uses and delivers digital services,” Trump’s executive order dated April 28 said. Trump has held a number of meetings with top tech chief executives since becoming president, including Apple Inc, Facebook Inc, Alphabet Inc, IBM Corp, Microsoft Inc, and Tesla Inc. In March, Trump signed a separate order to overhaul the federal government. Trump tapped Jared Kushner in March to lead a White House Office of American Innovation to leverage business ideas and potentially privatize some government functions as the White House pushes to shrink government, cut federal employees and eliminate regulations. Officially called the American Technology Council, Chris Liddell will be its director. He is the White House director of strategic initiatives, and former Microsoft and General Motors co chief financial officer. A 2016 U.S. Government Accountability Office report publicly estimated the U.S. government spends more than $80 billion in IT annually, but said spending has fallen by $7.3 billion since 2010. In 2015, there were at least 7,000 separate IT investments by the U.S. government, the report said. The $80 billion figure does not include Defense Department classified IT systems; and 58 independent executive branch agencies, including the Central Intelligence Agency, the report said.  The GAO report said U.S. government IT investments “are becoming increasingly obsolete: many use outdated software languages and hardware parts that are unsupported.” The report found some agencies are using systems that have components that are at least 50 years old. “The Department of Defense uses 8-inch floppy disks in a legacy system that coordinates the operational functions of the nation’s nuclear forces,” the report said. The report said the Defense Department plans to update the system by the end of September. The Treasury Department’s business master file of tax data pertaining to individual business income taxpayers dates back to the 1950s and using an antiquated computer language “and operates on an IBM mainframe.” The council is chaired by Trump and includes the defense secretary, homeland security secretary, budget director and director of national intelligence. ",politicsNews,"May 1, 2017 "
Factbox: U.S. Republican lawmakers who say they won't vote for Trump,"(Reuters) - Senator Ben Sasse was in a fairly lonely place when he wrote on his Facebook page back in February that he could not support Republican presidential candidate Donald Trump. That is changing. Since Sasse, a Nebraska Republican, staked out his position, the ranks of Republican Trump critics in the U.S. Congress have grown, with the New York real estate mogul stirring almost constant turmoil within his party. The following are Republicans in Congress who have said they will not vote for Trump in the Nov. 8 presidential election, followed by those who have said they are keeping their options open. Senator Ben Sasse. Wrote in February he could not support Trump or his Democratic opponent, Hillary Clinton. Sasse wrote: “Mr. Trump’s relentless focus is on dividing Americans, and on tearing down rather than building back up this glorious nation.” Senator Lindsey Graham. A strong Trump critic, Graham sought the Republican presidential nomination, but drew little support. He has told reporters he may write in someone for president. Senator Mark Kirk. The Illinois lawmakers faces a tough battle for re-election and withdrew his endorsement of Trump in June, citing Trump’s attacks on “Hispanics, women and the disabled like me.” Kirk had a stroke in 2012 and uses a wheelchair. He told CNN on Aug. 10 that he will write in former Secretary of State Colin Powell for president. Senator Susan Collins. The Maine moderate said in a Washington Post opinion article on Aug. 8 that she will not vote for Trump or Clinton. She has said she may write in another candidate. Representative Carlos Curbelo. A Cuban-American from Florida, Curbelo was an early Trump critic. “If the nominee is a fraud, and someone who’s offensive, and incapable of being an effective president like Donald Trump, I won’t support him,” Curbelo told Reuters in February. Representative Justin Amash. A libertarian-leaning Michigan congressman, Amash says Trump’s policies go in the wrong direction. “I’m not voting for him,” he told Reuters in March. Representative Ileana Ros-Lehtinen. A Cuban-American whose south Florida district is next door to Curbelo’s, Ros-Lehtinen said in May that she will not support Trump or Clinton. Representative Bob Dold. A longtime Trump critic from Illinois who plans to write someone in. Representative Adam Kinzinger. Another Illinoisan, Kinzinger told CNN on Aug. 3 he did not see how he could support Trump. Representative Charlie Dent. The Pennsylvanian said earlier this month he was not planning to vote for Trump or Clinton. Representative Richard Hanna. On Aug. 2, Hanna, of New York state, became the first House Republican to say he will vote for Clinton. He is retiring from Congress at the end of this year. Representative Scott Rigell. A Virginian who is also retiring from Congress, Rigell said on Aug. 7 that he would vote for the Libertarian candidate, Gary Johnson. Representative Reid Ribble. The Wisconsinite already was blasting Trump last September, saying Trump was doing “serious damage” to the Republican brand and that he could not support him. Ribble is retiring from Congress. Some prominent lawmakers have not endorsed Trump, but will not say whether they will vote for him, leaving their options open. Senator Jeff Flake. The Arizona lawmaker on Aug. 9 said there was “slim hope” he could vote for Trump, and added Trump could not win the presidency unless he changes. Senator Pat Toomey. A Pennsylvanian in a tight re-election race, Toomey has not endorsed Trump and says he has not made a decision on what he will do. Senator Ted Cruz. A conservative Texan and former Trump rival for the Republican nomination, Cruz was booed at the Republican convention after he pointedly did not endorse Trump and urged delegates to “vote your conscience.” Senator Mike Lee. A Cruz ally, the Utah senator says he has concerns about whether Trump is conservative enough. “He has not endorsed and he has no plans to do so,” a Lee spokesman said. Representative Mike Coffman. The Colorado lawmaker has not ruled out voting for Trump, but put out a television ad saying “I don’t care for him much.” Representative Fred Upton. From Michigan, he says he is not endorsing anyone and has not said for whom he will vote. ",politicsNews,"August 15, 2016 "
Ecuador president replaces vice president jailed in Odebrecht probe,"QUITO (Reuters) - Ecuador s president on Wednesday tapped Urban Development Minister Maria Alejandra Vicuna to replace jailed Jorge Glas as vice president while he is investigated in a corruption scandal centered on Brazilian construction company Odebrecht.  In a political drama that has riveted the small Andean country, Glas was jailed on Monday night after prosecutors determined he was linked to the payment of bribes by Odebrecht. He has not been formally charged.  Glas, a close ally of leftist ex-President Rafael Correa who served as his vice president and strategic sectors minister, has maintained his innocence and claimed the new administration of President Lenin Moreno is seeking to smear him for political gain.  Moreno on Wednesday announced that Vicuna, a low-profile former lawmaker from the ruling Country Alliance party, would take on the role of vice president during Glas   temporary absence.   The investigation into Glas and his sidelining from the current government has caused a rift between Moreno and his fiery predecessor and onetime mentor Correa, who says Glas is the innocent victim of a political witch hunt.  Tensions are due to rise further between the two politicians with Moreno planning a referendum in early 2018 on whether to ban elected politicians from running for indefinite re-election, a move widely seen as aimed at barring Correa from becoming president again.  Fallout from the massive Odebrecht corruption saga continues to sweep Latin America. The company, which has admitted to paying bribes to win contracts in a number of countries, has already paid $3.5 billion in settlements in the United States, Brazil and Switzerland. The scandal has embroiled politicians across the region.  Glas, 48, was accused by a fugitive former oil minister of being  the ringleader  of a bribe network in the energy sector. ",worldnews,"October 4, 2017 "
UK's Mr Brexit says no vacancy for ambassador to United States,"LONDON (Reuters) - Britain’s Brexit Secretary David Davis said on Tuesday there was no vacancy for the job of ambassador to Washington as the incumbent was very good. U.S. President-elect Donald Trump said many people would like to see Brexit campaigner Nigel Farage as British ambassador to Washington. “People can say what they like but the simple truth is there’s no vacancy. The ambassador there is very very good, as we’ve seen,” Davis told the BBC. “We believe in free speech - we have a very good ambassador in Washington, Kim Darroch, and he’ll be there for years,” Davis said. Darroch did not reply to requests for comment.  ",politicsNews,"November 22, 2016 "
Ukraine summons Polish envoy as diplomatic row between neighbours deepens,"WARSAW (Reuters) - Ukraine has summoned the Polish ambassador in Kiev after Poland denied entry to a Ukrainian official in an escalation of a diplomatic spat over the two neighbours  troubled past. Poland s decision to refused entry on Saturday to the head of Ukraine s commemoration commission, Svyatoslav Sheremet, was in response to a ban imposed earlier this year by Kiev on the exhumation of Poles killed in Ukraine during World War Two, Polish state news agency PAP reported.     The Ukrainian side has complained that Mr Sheremet was not allowed into Poland,  Poland s ambassador to Kiev Jan Pieklo told PAP after the meeting with Ukrainian authorities.  I have been also informed that this is a problem that concerns the restarting of exhumations because Sheremet is the person responsible for this,  Pieklo said, adding that both sides had agreed that the exhumations should be restarted. In an apparent effort to mend ties, representatives of the Polish and Ukrainian presidents said on Friday that they  reconfirmed their commitment to strengthening the strategic partnership .  The parties agreed that the ban on the search and exhumation works in Ukraine should be lifted,  the statement published on Friday said.  The denial of entry to Sheremet came after the Polish foreign minister said earlier in November that Poland would bar Ukrainians with  anti-Polish views . [L8N1N84EF]    Poland last year passed a resolution that declared the World War Two-era killing of about 100,000 Polish men, women and children by units in the Ukrainian Insurgent Army (UPA)  genocide .  Ukraine rejects that label, saying the killings were a result of bilateral hostilities. ",worldnews,"November 18, 2017 "
Rebuke of Clinton over email use creates opening for Trump,"WASHINGTON (Reuters) - The FBI report scolding Democrat Hillary Clinton over her email practices as secretary of state plays into a chief vulnerability that her rival, Republican Donald Trump, hopes to exploit – wariness among U.S. voters about her trustworthiness. Clinton campaign spokesman Brian Fallon said the Federal Bureau of Investigation’s recommendation against criminal charges for Clinton means the email matter “is now resolved.” Yet even as he removed the threat of charges against the Democratic candidate, FBI Director James Comey described Clinton’s handling of classified information as “extremely careless.” Trump, the presumptive Republican nominee, seized on that comment. “We’re talking about serious stuff,” he told a rally in Raleigh, North Carolina. “The laws are very explicit.” The New York businessman has been struggling to unify the party around his candidacy, and Republicans say Trump could use the issue to heal some of the rifts within his party while motivating conservatives to go to the polls in the Nov. 8 election. Indeed, a main element of Trump’s strategy for winning over Republicans who are lukewarm on his candidacy is to emphasize the importance of keeping Clinton out of the White House. “Clinton won the ‘Comey primary’ but Trump has the opportunity to drive home the lack of trust theme,” said Republican strategist Scott Reed. A Reuters/Ipsos poll from May 1-11 found that a majority of American adults do not think Clinton is an honest person. This included 89 percent of Republicans, 72 percent of independents and 36 percent of Democrats. More than a quarter, 27 percent, of Clinton’s own supporters did not think she is an honest person, according to the poll. Democratic strategist Steve Elmendorf said Clinton needs to move quickly to get past the email episode and talk about issues central to her campaign. He predicted the issue will be short-lived as voters focus on the candidates’ vice presidential running mates, the nominating conventions and fall debates. “She made a mistake here, there’s no question about it,” said Bob Shrum, a Democratic strategist who was chief strategist for 2004 nominee John Kerry, the current secretary of state.  “But there’s also justice in what she says, that for 24 years the Republicans have relentlessly gone after Bill and Hillary Clinton. That has its impact and that impact you can see in her trust numbers. But this decision, despite how anybody spins, it not only helps her but in my view was indispensable to her,” Shrum said. Hours after Comey’s announcement, Trump’s campaign sent an email soliciting money based on the Clinton email controversy.  The big question for Republicans is whether their presumptive presidential nominee will be able to prosecute the case effectively against Clinton since he is still at war with fellow Republicans and has little in the way of campaign funds to pay for TV ads against her. “I don’t think there’s a way that Clinton can use this to raise anger at Republicans,” said Andy Smith, director of the University of New Hampshire Survey Center. “But the Republicans can certainly use this to raise anger at Clinton and the Democrats. Anger is a great motivator to get people out to vote.” Trump’s initial response showed why Republicans continue to have concerns about him. Interviewed by Fox News’ Bill O’Reilly, Trump spent as much time criticizing Comey as he did Clinton. Comey is respected by Republicans and Democrats alike. “I have such respect for the FBI that I just don’t understand what happened here,” Trump said. “Everybody knows she’s extremely guilty. And they really said she was guilty today and then they said we’re not going to prosecute.” Ryan Williams, a Republican strategist and former spokesman for 2012 nominee Mitt Romney, called the FBI report a “disqualifying event” for Clinton. “Trump’s singular focus should be that she acted inappropriately. But Trump has a knack for distracting from Hillary Clinton’s scandals with his gaffes and missteps,” he said. Trump has been fighting allegations of anti-Semitism in recent days over his campaign’s use of a Jewish star in a tweet attacking Clinton as corrupt. ",politicsNews,"July 6, 2016 "
Factbox: Gorsuch fight puts long-held Senate tradition at stake,"WASHINGTON (Reuters) - Republicans are poised to repeal a U.S. Senate rule that allows minority-party Democrats to block confirmation of Supreme Court nominees, including President Donald Trump’s choice of Neil Gorsuch for the lifetime post. The expected rule change, amid deepening partisanship in a chamber known as “the world’s greatest deliberative body,” is raising questions over whether there could be a future move to prohibit “filibusters” on legislation. Here is how the filibuster has been used and what curtailing it could mean: It is a procedural move, often by a minority of senators, to block legislation or Supreme Court nominations that typically enjoy the support of majority-party senators, in this case, Republicans. According to Senate historians, “filibuster” comes from a Dutch word meaning “pirate.” The practice became popular in the 1850s and was also used by House of Representatives members, until that body became so large with an expanding U.S. population as to require stricter rules governing floor debates. Senate Democrats have gathered more than the 41 votes they need in the 100-seat chamber to mount a filibuster against Gorsuch, a conservative appeals court judge. The first U.S. president is said to have observed that the Senate was created to cool legislation from the hot-tempered House just as a saucer was used to cool hot tea. The filibuster is just such a coolant. When a bill or Supreme Court nomination hits the Senate floor, senators who oppose it can talk until at least 60 senators band together to limit debate. That gives a minority of senators huge power. If a bill or a nomination fails to draw the needed 60 votes, it is effectively killed. The all-time record for a Senate filibuster speech - 24 hours, 18 minutes - was set by the late segregationist Senator Strom Thurmond, who tried unsuccessfully in 1957 to kill a civil rights bill. This week, Democratic Senator Jeff Merkley delivered the eighth-longest speech, against Gorsuch, that was 15 hours, 26 minutes. It is Senate slang for banning filibusters through a rules change by the majority party. In recent years, as filibusters have added to Senate gridlock, there have been threats to execute the nuclear option. Groups of senators, known as “gangs,” have sometimes defused the threats. In 2013, Democratic Senate Majority Leader Harry Reid deployed the nuclear option when he became fed up with Republican filibusters against then-President Barack Obama’s nominees. He changed Senate rules to ban filibusters against the president’s judicial and executive-branch nominees but left it in place for Supreme Court appointees. Now, Senate Majority Leader Mitch McConnell, a Republican, is thought to be ready to expand the ban to Supreme Court nominees. McConnell has told reporters he will not broaden the ban on filibusters to legislation and does not believe Republican senators would want to do that. Some political scientists think Democrats have more to gain than Republicans by ending filibusters on legislation. “My sense has always been that Democratic policy priorities have suffered more from the filibuster than Republican priorities,” said George Washington University political science professor Sarah Binder. That is because Democrats are more likely than Republicans to back an expansion of government programs, which generally requires legislation. But Binder said she could imagine Democrats or Republicans trying to score a major win on an issue central to their constituencies. For Democrats: No filibuster could mean trying to pass another major healthcare or campaign finance reform or new gun controls. For Republicans: Some sort of major deregulation of an industry or changes to “entitlement” programs such as Social Security, Medicare or Medicaid. ",politicsNews,"April 6, 2017 "
FBI director search: back to drawing board for Trump team?," (This version of the May 24 story corrects paragraph 9 to add reference to White House waiver) WASHINGTON (Reuters) - A week after President Donald Trump said he was close to picking a new FBI director to replace the one he fired, the White House has decided to renew its search, CNN reported on Wednesday. The Republican president said last Thursday he was “very close” to selecting a new head of the Federal Bureau of Investigation to replace James Comey, and that former Senator Joseph Lieberman was among the top candidates. Trump left the following day on his first trip abroad as president, a nine-day visit to the Middle East and Europe, without naming a replacement.  Citing an unidentified senior administration official, CNN said Trump now wants to consider additional candidates for the job. The White House and Lieberman did not respond to requests for comment. A spokesperson for the Justice Department, which has played a lead role in the search, said it had no further information. Trump fired Comey on May 9 in a surprise announcement that sparked days of political turmoil. Comey was leading the FBI’s probe of possible collusion between Trump’s campaign and Russian operatives whom U.S. intelligence officials say meddled in the 2016 U.S. presidential election. Trump and Russia deny any collusion. Lieberman is a senior counsel at the New York-based law firm of Kasowitz Benson Torres LLP, which has represented Trump on various matters for years.  Trump has tapped one of the firm’s partners, Marc Kasowitz, to be his private attorney while a special counsel investigates whether his presidential campaign worked with Russia to defeat Democratic candidate Hillary Clinton. If Trump were to nominate Lieberman, Lieberman might not have been able to participate in the Russia investigation for a period of two years without White House and Justice Department waivers, according to Kathleen Clark, a professor of legal ethics at Washington University School of Law. A federal regulation restricts newly hired government lawyers from investigating their prior law firm’s clients for one year. This cooling-off period was extended to two years by an executive order Trump signed in January. White House spokesman Sean Spicer said last Wednesday that Trump was scheduled to interview four candidates for the position before departing on his trip: Lieberman; acting FBI Director Andrew McCabe; former Oklahoma Governor Frank Keating; and former senior FBI official Richard McFeely. ",politicsNews,"May 24, 2017 "
Lebanon PM under house arrest in Saudi Arabia: pro-Hezbollah paper,"BEIRUT (Reuters) - Saad al-Hariri, who quit as Lebanese Prime Minister in a weekend broadcast from Saudi Arabia, has been held under house arrest in the kingdom, a pro-Hezbollah daily said on Tuesday citing unnamed sources. Hariri s office and Saudi-owned media said he flew to the UAE, a Saudi ally and fellow Gulf monarchy, on Tuesday. Aides to Hariri, Lebanon s most influential Sunni politician and a close Saudi ally, have denied claims that he was detained.  Lebanese newspaper al-Akhbar, which is aligned with the Shi ite militant group and political movement Hezbollah, said Hariri  was placed under house arrest hours after arriving in Riyadh last Friday  and had remained in detention since.  On Monday, Saudi Foreign Minister Adel Jubeir dismissed as  nonsense  allegations that the kingdom forced Hariri to resign, and said he was free to leave at any time. Speculation in Lebanon over Hariri s status continued even after Saudi media showed him meeting with King Salman and reported him leaving for the UAE. Hariri s resignation has thrust Lebanon back onto the frontline of the rivalry between Sunni Saudi Arabia and Shi ite Iran that has also wrought upheaval in Syria, Iraq, Yemen and Bahrain.  The coalition government, which Hariri s shock resignation collapsed, included Iran-backed Hezbollah. His declaration came as Saudi Arabia undertook an anti-corruption purge in which royals, ministers and investors have been arrested as the putative next king tightens his grip on power. In a dramatic escalation of the crisis, Saudi Arabia accused Lebanon on Monday of declaring war because of aggression by Hezbollah. Hezbollah leader Sayyed Hassan Nasrallah accused Riyadh last week of forcing Hariri to step down, and said there were  legitimate questions  over whether he had been detained. The al-Akhbar newspaper said that a Saudi security team had been supervising Hariri, citing unnamed sources close to him. The prime minister, whose family made their fortune in the Saudi construction industry, had very limited access to his phones, it said on Tuesday.    Fouad Siniora, a former prime minister and senior member of Hariri s political party, said Hariri would return to Lebanon.  ",worldnews,"November 7, 2017 "
Missouri governor calls special session on abortion,"(Reuters) - Missouri’s Republican governor on Wednesday said he will convene a special legislative session next week to consider new abortion regulations and counter a local St. Louis law he said made it an “abortion sanctuary city.” The session, set to start on Monday, will seek stricter regulations on abortion clinics, including requiring annual inspections and that clinics adopt plans for potential medical complications, Governor Eric Greitens said in a statement. That came in response to a federal judge’s ruling in April that blocked requirements for clinics to meet standards for surgical centers and for doctors to have hospital privileges. Greitens said he also wants to target an ordinance approved by St. Louis aldermen in February banning employers and landlords from discriminating against women who have had an abortion, according to the St. Louis Post-Dispatch newspaper. The Missouri legislative session ended in May without approving a proposal to nullify the ordinance, which critics said would force groups that oppose abortion to sanction it and could threaten the work of anti-abortion pregnancy resource centers.  The Roman Catholic Archdiocese of St. Louis in late May sued to overturn the ordinance. “Politicians are trying to make it illegal, for example, for pro-life organizations to say that they just want to hire pro-life Missourians,” Greitens said in a statement. Allison Dreith, executive director of the abortion rights group NARAL Pro-Choice Missouri, denounced the governor’s move. “Make no mistake about it. The intent behind the governor’s actions is to shame women for their personal medical decisions and make basic reproductive health care harder to access,” she said in a statement. ",politicsNews,"June 7, 2017 "
